,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,true,4648,Alfalfa & alfalfa mixtures, ,53,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,351242,2389,,,,,,,,,,,,,,,,,,
53,53,true,4641,Alfalfa & alfalfa mixtures, ,24,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,160503,1645,,,,,,,,,,,,,,,,,,
57,57,true,4642,Alfalfa & alfalfa mixtures, ,43,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,285341,2050,,,,,,,,,,,,,,,,,,
59,59,true,4646,Alfalfa & alfalfa mixtures, ,33,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,216129,2040,,,,,,,,,,,,,,,,,,
93,93,true,5712,Alfalfa & alfalfa mixtures, ,62,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,410101,3138,,,,,,,,,,,,,,,,,,
106,106,true,4667,Alfalfa & alfalfa mixtures, ,93,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,614885,4061,,,,,,,,,,,,,,,,,,
117,117,true,4661,Alfalfa & alfalfa mixtures, ,65,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,427078,3029,,,,,,,,,,,,,,,,,,
118,118,true,4662,Alfalfa & alfalfa mixtures, ,65,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,430550,3021,,,,,,,,,,,,,,,,,,
119,119,true,4653,Alfalfa & alfalfa mixtures, ,75,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,495350,3099,,,,,,,,,,,,,,,,,,
120,120,true,4650,Alfalfa & alfalfa mixtures, ,31,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,205514,2271,,,,,,,,,,,,,,,,,,
124,124,true,4657,Alfalfa & alfalfa mixtures, ,75,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,493817,3104,,,,,,,,,,,,,,,,,,
125,125,true,4659,Alfalfa & alfalfa mixtures, ,30,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,194190,1736,,,,,,,,,,,,,,,,,,
127,127,true,4660,Alfalfa & alfalfa mixtures, ,29,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,191903,1730,,,,,,,,,,,,,,,,,,
135,135,true,5717,Alfalfa & alfalfa mixtures, ,57,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,377863,2607,,,,,,,,,,,,,,,,,,
136,136,true,4651,Alfalfa & alfalfa mixtures, ,42,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,274632,2077,,,,,,,,,,,,,,,,,,
137,137,true,4655,Alfalfa & alfalfa mixtures, ,39,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,259092,1980,,,,,,,,,,,,,,,,,,
155,155,true,5715,Alfalfa & alfalfa mixtures, ,53,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,346939,2583,,,,,,,,,,,,,,,,,,
157,157,true,4647,Alfalfa & alfalfa mixtures, ,27,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,175192,2156,,,,,,,,,,,,,,,,,,
163,163,true,4663,Alfalfa & alfalfa mixtures, ,73,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,477975,3448,,,,,,,,,,,,,,,,,,
164,164,true,5721,Alfalfa & alfalfa mixtures, ,77,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,505804,3145,,,,,,,,,,,,,,,,,,
165,165,true,5723,Alfalfa & alfalfa mixtures, ,36,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,236771,2568,,,,,,,,,,,,,,,,,,
166,166,true,5719,Alfalfa & alfalfa mixtures, ,17,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,114468,1476,,,,,,,,,,,,,,,,,,
167,167,true,5726,Alfalfa & alfalfa mixtures, ,36,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,234718,2583,,,,,,,,,,,,,,,,,,
168,168,true,5722,Alfalfa & alfalfa mixtures, ,17,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,113679,1460,,,,,,,,,,,,,,,,,,
169,169,true,5724,Alfalfa & alfalfa mixtures, ,17,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,113938,1493,,,,,,,,,,,,,,,,,,
172,172,true,5727,Alfalfa & alfalfa mixtures, ,18,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,115961,1503,,,,,,,,,,,,,,,,,,
179,179,true,4675,Alfalfa & alfalfa mixtures, ,38,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,251808,1985,,,,,,,,,,,,,,,,,,
195,195,true,4679,Alfalfa & alfalfa mixtures, ,36,P - Pasture,"Land IQ, LLC",,Zhongwu Wang,DD/00/YYYY 00:00:SS,"July, 2017",Alfalfa,Alfalfa,Alfalfa,236166,1915,,,,,,,,,,,,,,,,,,
